# Acquisition Start Time: 2025-08-13 15:41:54.920386
# Total data points: 8539
# Data source: 完整数据（临时文件）
# Memory optimized: True
# Data format: Doctor mode (original values only)

time(s),传感器 1,传感器 2,传感器 3,传感器 4,传感器 5,传感器 6,传感器 7,传感器 8,传感器 9,传感器 10
0.4053914546966553,1469.8818126259844,2035.436029193695,1098.9409562723458,1812.8580718223898,1522.7606646965428,1649.1072214441572,1041.9209075652643,1900.6922401990796,1320.5419838581608,208.35793131571523
0.422410249710083,1469.9864462382877,2035.5384652969672,1099.0426005601962,1813.3520239616219,1523.0328673649738,1648.8509030991022,1042.662877577628,1901.0546224164855,1320.9231204093624,208.18057252268244
0.42341113090515137,1469.7088810138437,2034.9174182372133,1098.8263202717126,1812.8314553130465,1522.7002748425941,1648.4827061055437,1042.3767967730212,1900.5048851837407,1320.6647101007618,208.1140258021082
0.43383073806762695,1470.441824124584,2035.1614241690459,1099.19261330848,1812.7124384927138,1522.4143451206567,1648.7584119088767,1041.6827726636095,1901.0611399013235,1320.7555330931025,208.11972964256267
0.434830904006958,1469.858531399155,2035.000815938851,1098.6913620687824,1812.9436733731104,1523.3899414709801,1648.9894245168277,1041.8233440441431,1900.3123974807197,1319.8137224243246,208.22024196142965
0.44933533668518066,1469.9136242219497,2034.4598039433863,1098.3898830282874,1812.5666997129101,1522.8389924831415,1649.1438987033318,1041.9228448518513,1900.8464092764561,1320.9153778733287,208.12432055650874
0.450336217880249,1469.9829741093704,2034.8663303217863,1098.961614197301,1812.7445779932316,1522.6482628106328,1648.4691027732267,1042.2303767124051,1900.4840877055715,1319.5301542630975,208.28213723685485
0.4650869369506836,1469.9803496726777,2034.3207419836579,1098.7359799218752,1812.94342886376,1522.807018093331,1649.1207414191028,1041.4033107370713,1900.6446600493593,1320.4220077826465,208.1313711958733
0.4671518802642822,1469.439028864957,2035.0608288592907,1099.1984163072036,1812.6437251314953,1522.6853864758368,1648.8811857142439,1041.239374068483,1900.5868306649659,1320.1407607484502,208.207465378328
0.4806554317474365,1470.2242319642482,2035.1619469162601,1098.4428659253424,1812.5522386283712,1523.161938411882,1649.1183151473908,1041.346174347431,1900.4984918434388,1320.2273083605337,208.13953606843606
